"date","geo_windspeed_10m","geo_windspeed_30m","ukkel_windspeed_10m","ukkel_windspeed_30m","ecmwf_windspeed_10m"
"2000-06-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-06-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-07-31 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-08-31 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-09-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-10-31 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-15 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-16 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-17 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-18 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-19 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-20 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-21 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-22 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-23 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-24 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-25 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-26 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-27 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-28 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-29 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-11-30 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-01 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-02 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-03 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-04 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-05 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-06 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-07 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-08 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-09 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-10 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-11 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-12 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-13 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-14 00:00:00",NULL,NULL,NULL,NULL,NULL
"2000-12-15 00:00:00","3.28",NULL,NULL,NULL,NULL
"2000-12-16 00:00:00","2.28",NULL,NULL,NULL,NULL
"2000-12-17 00:00:00","1.41",NULL,NULL,NULL,NULL
"2000-12-18 00:00:00","2.53",NULL,NULL,NULL,NULL
"2000-12-19 00:00:00","1.54",NULL,NULL,NULL,NULL
"2000-12-20 00:00:00","3.41",NULL,NULL,NULL,NULL
"2000-12-21 00:00:00","2.71",NULL,NULL,NULL,NULL
"2000-12-22 00:00:00","2.04",NULL,NULL,NULL,NULL
"2000-12-23 00:00:00","1.69",NULL,NULL,NULL,NULL
"2000-12-24 00:00:00","2.41",NULL,NULL,NULL,NULL
"2000-12-25 00:00:00","2.41",NULL,NULL,NULL,NULL
"2000-12-26 00:00:00","1.96",NULL,NULL,NULL,NULL
"2000-12-27 00:00:00","1.45",NULL,NULL,NULL,NULL
"2000-12-28 00:00:00","2.92",NULL,NULL,NULL,NULL
"2000-12-29 00:00:00","2.45",NULL,NULL,NULL,NULL
"2000-12-30 00:00:00","2.87",NULL,NULL,NULL,NULL
"2000-12-31 00:00:00","3.54",NULL,NULL,NULL,NULL
"2001-01-01 00:00:00","5.79",NULL,NULL,NULL,NULL
"2001-01-02 00:00:00","6.49",NULL,NULL,NULL,NULL
"2001-01-03 00:00:00","5.72",NULL,NULL,NULL,NULL
"2001-01-04 00:00:00","7.14",NULL,NULL,NULL,NULL
"2001-01-05 00:00:00","6.77",NULL,NULL,NULL,NULL
"2001-01-06 00:00:00","3.58",NULL,NULL,NULL,NULL
"2001-01-07 00:00:00","2.77",NULL,NULL,NULL,NULL
"2001-01-08 00:00:00","2.26",NULL,NULL,NULL,NULL
"2001-01-09 00:00:00","2.23",NULL,NULL,NULL,NULL
"2001-01-10 00:00:00","2.52",NULL,NULL,NULL,NULL
"2001-01-11 00:00:00","2.7",NULL,NULL,NULL,NULL
"2001-01-12 00:00:00","4.13",NULL,NULL,NULL,NULL
"2001-01-13 00:00:00","3.83",NULL,NULL,NULL,NULL
"2001-01-14 00:00:00","3.48",NULL,NULL,NULL,NULL
"2001-01-15 00:00:00","2.08",NULL,NULL,NULL,NULL
"2001-01-16 00:00:00","1.52",NULL,NULL,NULL,NULL
"2001-01-17 00:00:00","0.55",NULL,NULL,NULL,NULL
"2001-01-18 00:00:00","1.15",NULL,NULL,NULL,NULL
"2001-01-19 00:00:00","1",NULL,NULL,NULL,NULL
"2001-01-20 00:00:00","1.22",NULL,NULL,NULL,NULL
"2001-01-21 00:00:00","3.49",NULL,NULL,NULL,NULL
"2001-01-22 00:00:00","4.88",NULL,NULL,NULL,NULL
"2001-01-23 00:00:00","8.01",NULL,NULL,NULL,NULL
"2001-01-24 00:00:00","6.43",NULL,NULL,NULL,NULL
"2001-01-25 00:00:00","5.13",NULL,NULL,NULL,NULL
"2001-01-26 00:00:00","5.73",NULL,NULL,NULL,NULL
"2001-01-27 00:00:00","5.63",NULL,NULL,NULL,NULL
"2001-01-28 00:00:00","1.83",NULL,NULL,NULL,NULL
"2001-01-29 00:00:00","1.34",NULL,NULL,NULL,NULL
"2001-01-30 00:00:00","1.16",NULL,NULL,NULL,NULL
"2001-01-31 00:00:00","1.9",NULL,NULL,NULL,NULL
"2001-02-01 00:00:00","1.64",NULL,NULL,NULL,NULL
"2001-02-02 00:00:00","3.44",NULL,NULL,NULL,NULL
"2001-02-03 00:00:00","4.41",NULL,NULL,NULL,NULL
"2001-02-04 00:00:00","6.03",NULL,NULL,NULL,NULL
"2001-02-05 00:00:00","8.4",NULL,NULL,NULL,NULL
"2001-02-06 00:00:00","7.83",NULL,NULL,NULL,NULL
"2001-02-07 00:00:00","5.09",NULL,NULL,NULL,NULL
"2001-02-08 00:00:00","7.91",NULL,NULL,NULL,NULL
"2001-02-09 00:00:00","2.73",NULL,NULL,NULL,NULL
"2001-02-10 00:00:00","3.62",NULL,NULL,NULL,NULL
"2001-02-11 00:00:00","5.59",NULL,NULL,NULL,NULL
"2001-02-12 00:00:00","4.63",NULL,NULL,NULL,NULL
"2001-02-13 00:00:00","4.41",NULL,NULL,NULL,NULL
"2001-02-14 00:00:00","3.48",NULL,NULL,NULL,NULL
"2001-02-15 00:00:00","2.75",NULL,NULL,NULL,NULL
"2001-02-16 00:00:00","2.25",NULL,NULL,NULL,NULL
"2001-02-17 00:00:00","3.28",NULL,NULL,NULL,NULL
"2001-02-18 00:00:00","2.57",NULL,NULL,NULL,NULL
"2001-02-19 00:00:00","2.26",NULL,NULL,NULL,NULL
"2001-02-20 00:00:00","2.91",NULL,NULL,NULL,NULL
"2001-02-21 00:00:00","4.13",NULL,NULL,NULL,NULL
"2001-02-22 00:00:00","4.77",NULL,NULL,NULL,NULL
"2001-02-23 00:00:00","3.65",NULL,NULL,NULL,NULL
"2001-02-24 00:00:00","2.12",NULL,NULL,NULL,NULL
"2001-02-25 00:00:00","2.36",NULL,NULL,NULL,NULL
"2001-02-26 00:00:00","3.76",NULL,NULL,NULL,NULL
"2001-02-27 00:00:00","5.34",NULL,NULL,NULL,NULL
"2001-02-28 00:00:00","3.28",NULL,NULL,NULL,NULL
"2001-03-01 00:00:00","2.85",NULL,NULL,NULL,NULL
"2001-03-02 00:00:00","2.68",NULL,NULL,NULL,NULL
"2001-03-03 00:00:00","3.56",NULL,NULL,NULL,NULL
"2001-03-04 00:00:00","2.17",NULL,NULL,NULL,NULL
"2001-03-05 00:00:00","2.38",NULL,NULL,NULL,NULL
"2001-03-06 00:00:00","4.43",NULL,NULL,NULL,NULL
"2001-03-07 00:00:00","4",NULL,NULL,NULL,NULL
"2001-03-08 00:00:00","4.66",NULL,NULL,NULL,NULL
"2001-03-09 00:00:00","5.34",NULL,NULL,NULL,NULL
"2001-03-10 00:00:00","5.15",NULL,NULL,NULL,NULL
"2001-03-11 00:00:00","5.38",NULL,NULL,NULL,NULL
"2001-03-12 00:00:00","4.3",NULL,NULL,NULL,NULL
"2001-03-13 00:00:00","6.51",NULL,NULL,NULL,NULL
"2001-03-14 00:00:00","4.56",NULL,NULL,NULL,NULL
"2001-03-15 00:00:00","2.47",NULL,NULL,NULL,NULL
"2001-03-16 00:00:00","2.59",NULL,NULL,NULL,NULL
"2001-03-17 00:00:00","2.75",NULL,NULL,NULL,NULL
"2001-03-18 00:00:00","5.9",NULL,NULL,NULL,NULL
"2001-03-19 00:00:00","4.42",NULL,NULL,NULL,NULL
"2001-03-20 00:00:00","3.74",NULL,NULL,NULL,NULL
"2001-03-21 00:00:00","4.2",NULL,NULL,NULL,NULL
"2001-03-22 00:00:00","3.4",NULL,NULL,NULL,NULL
"2001-03-23 00:00:00","4.97",NULL,NULL,NULL,NULL
"2001-03-24 00:00:00","3.18",NULL,NULL,NULL,NULL
"2001-03-25 00:00:00","3.48",NULL,NULL,NULL,NULL
"2001-03-26 00:00:00","2.06",NULL,NULL,NULL,NULL
"2001-03-27 00:00:00","3.85",NULL,NULL,NULL,NULL
"2001-03-28 00:00:00","6.25",NULL,NULL,NULL,NULL
"2001-03-29 00:00:00","4.99",NULL,NULL,NULL,NULL
"2001-03-30 00:00:00","2.36",NULL,NULL,NULL,NULL
"2001-03-31 00:00:00","4.47",NULL,NULL,NULL,NULL
"2001-04-01 00:00:00","1.97",NULL,NULL,NULL,NULL
"2001-04-02 00:00:00","4.56",NULL,NULL,NULL,NULL
"2001-04-03 00:00:00","4.52",NULL,NULL,NULL,NULL
"2001-04-04 00:00:00","5.79",NULL,NULL,NULL,NULL
"2001-04-05 00:00:00","7.08",NULL,NULL,NULL,NULL
"2001-04-06 00:00:00","6.24",NULL,NULL,NULL,NULL
"2001-04-07 00:00:00","4.56",NULL,NULL,NULL,NULL
"2001-04-08 00:00:00","2.63",NULL,NULL,NULL,NULL
